miRNA 1A 2A 3A 4A 5A 6A 7A 8A 9A 10A 11A 12A 13A 14A 15A 16A 17A 18A 19A 20A 21A 22A 23A 24A 25A 26A 27A 28A 29A 30A 31A 32A 33A 34A 35A 36A 37A 38A 39A 40A 41A 42A 43A 44A 45A 46A 47A 48A 49A 50A 51A 52A 53A 54A 55A 56A 57A 58A 59A 60A 61A 62A 63A 64A 65A 66A 67A 68A 69A 70A
hsa-miR-4769-5p 1.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 1.00 7.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 4.00 3.00 1.00 2.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 19.00
hsa-miR-1306-5p 257.00 10.00 102.00 340.00 861.00 484.00 214.00 449.00 460.00 343.00 1117.00 107.00 163.00 108.00 523.00 409.00 199.00 417.00 109.00 329.00 174.00 209.00 162.00 365.00 432.00 398.00 173.00 234.00 641.00 326.00 230.00 343.00 375.00 235.00 179.00 276.00 200.00 231.00 189.00 269.00 669.00 955.00 617.00 611.00 472.00 201.00 374.00 94.00 81.00 167.00 374.00 235.00 79.00 231.00 264.00 285.00 357.00 223.00 150.00 78.00 177.00 79.00 65.00 206.00 167.00 401.00 874.00 996.00 785.00 233.00
hsa-miR-519b-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-489-3p 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 2.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-23a-3p 20493.00 4511.00 4679.00 63346.00 76080.00 88817.00 10699.00 29144.00 32678.00 46697.00 69990.00 18615.00 44337.00 40036.00 43823.00 51514.00 8384.00 31046.00 8843.00 25009.00 10467.00 14324.00 14546.00 50982.00 17043.00 26688.00 14160.00 20586.00 35426.00 27523.00 5506.00 45675.00 44689.00 41006.00 40970.00 122620.00 23875.00 30662.00 20441.00 21578.00 36283.00 81017.00 76862.00 24613.00 73336.00 36846.00 33105.00 16751.00 8310.00 50110.00 26330.00 20108.00 5612.00 15430.00 25179.00 58118.00 37799.00 27351.00 6185.00 4834.00 19645.00 30971.00 22596.00 17278.00 28226.00 12463.00 25830.00 61643.00 18333.00 23287.00
hsa-miR-6796-5p 2.00 0.00 0.00 3.00 1.00 6.00 0.00 0.00 1.00 5.00 2.00 0.00 1.00 0.00 0.00 5.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 6.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 2.00 3.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-675-3p 0.00 0.00 0.00 3.00 4.00 0.00 0.00 7.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2110 298.00 2.00 100.00 648.00 757.00 384.00 216.00 422.00 275.00 391.00 501.00 543.00 594.00 305.00 521.00 770.00 159.00 324.00 131.00 300.00 27.00 234.00 170.00 325.00 223.00 320.00 135.00 193.00 273.00 293.00 667.00 418.00 214.00 471.00 868.00 359.00 668.00 618.00 726.00 1420.00 865.00 504.00 435.00 412.00 272.00 138.00 372.00 529.00 139.00 298.00 295.00 205.00 62.00 285.00 347.00 400.00 389.00 313.00 80.00 40.00 289.00 360.00 305.00 50.00 532.00 134.00 364.00 586.00 121.00 162.00
hsa-miR-1269a 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-483-3p 3.00 0.00 0.00 0.00 17.00 2.00 4.00 5.00 22.00 8.00 3.00 0.00 3.00 0.00 13.00 2.00 3.00 3.00 1.00 0.00 1.00 6.00 6.00 11.00 4.00 5.00 18.00 6.00 7.00 15.00 4.00 4.00 0.00 3.00 1.00 4.00 3.00 6.00 10.00 0.00 8.00 5.00 5.00 11.00 7.00 7.00 18.00 4.00 1.00 1.00 5.00 0.00 1.00 5.00 8.00 5.00 7.00 4.00 9.00 5.00 5.00 5.00 2.00 0.00 5.00 0.00 55.00 0.00 86.00 0.00
hsa-miR-4659a-3p 7.00 0.00 2.00 8.00 10.00 33.00 3.00 3.00 3.00 10.00 11.00 69.00 57.00 24.00 4.00 17.00 3.00 6.00 0.00 5.00 5.00 3.00 5.00 12.00 3.00 2.00 3.00 1.00 3.00 0.00 7.00 27.00 7.00 13.00 56.00 49.00 30.00 16.00 34.00 22.00 7.00 18.00 8.00 13.00 20.00 5.00 6.00 20.00 1.00 16.00 2.00 8.00 5.00 4.00 8.00 18.00 3.00 4.00 4.00 0.00 7.00 20.00 33.00 5.00 19.00 0.00 0.00 22.00 16.00 0.00
hsa-miR-1912-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-146a-5p 109943.00 13109.00 9910.00 301353.00 328977.00 382638.00 14561.00 90078.00 144035.00 141291.00 156304.00 66772.00 191734.00 141739.00 92103.00 174541.00 36083.00 171221.00 46416.00 70832.00 24526.00 29519.00 32275.00 191909.00 21307.00 80043.00 31805.00 40348.00 95357.00 103946.00 7235.00 153001.00 154098.00 123329.00 164175.00 340838.00 58520.00 38807.00 70761.00 40530.00 147687.00 283993.00 235251.00 70347.00 167487.00 108735.00 107437.00 55240.00 30083.00 264742.00 93666.00 95646.00 15871.00 42884.00 92712.00 208898.00 163390.00 121821.00 17434.00 13545.00 38573.00 199432.00 12486.00 38096.00 202127.00 42532.00 288185.00 456779.00 254732.00 136530.00
hsa-miR-1289 2 0 2 0 8 2 4 0 0 0 4 26 22 8 0 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 10 12 2 16 14 4 10 0 0 4 0 0 0 4 10 0 6 2 0 0 0 2 8 0 0 0 0 2 8 26 0 8 0 0 0 0 0
hsa-miR-8485 7.00 0.00 1.00 2.00 0.00 4.00 2.00 0.00 5.00 0.00 1.00 8.00 10.00 0.00 4.00 4.00 0.00 1.00 2.00 0.00 0.00 1.00 1.00 2.00 2.00 0.00 1.00 2.00 6.00 3.00 2.00 5.00 1.00 3.00 11.00 1.00 3.00 4.00 2.00 13.00 2.00 0.00 2.00 2.00 0.00 3.00 2.00 2.00 0.00 5.00 0.00 2.00 0.00 2.00 1.00 2.00 1.00 4.00 0.00 0.00 1.00 1.00 7.00 1.00 1.00 0.00 0.00 0.00 0.00 13.00
hsa-miR-563 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-425-3p 1626.00 123.00 265.00 7389.00 13363.00 8367.00 548.00 2219.00 2354.00 4180.00 7203.00 2275.00 4607.00 3109.00 3961.00 5300.00 486.00 3098.00 407.00 2118.00 577.00 682.00 822.00 4239.00 988.00 1675.00 557.00 877.00 1854.00 1702.00 418.00 3169.00 1765.00 2171.00 5671.00 6173.00 1911.00 3630.00 1375.00 2736.00 3038.00 5504.00 7859.00 1209.00 3424.00 2058.00 2300.00 2134.00 512.00 4082.00 1735.00 1779.00 351.00 1019.00 3859.00 5830.00 3344.00 1718.00 379.00 293.00 1246.00 2761.00 2380.00 726.00 5657.00 2259.00 8580.00 20789.00 3625.00 7586.00
hsa-miR-4474-3p 0.00 0.00 0.00 1.00 3.00 2.00 0.00 0.00 1.00 0.00 0.00 3.00 6.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 3.00 4.00 0.00 3.00 1.00 0.00 1.00 7.00 1.00 0.00 0.00 1.00 3.00 0.00 0.00 1.00 0.00 2.00 0.00 3.00 0.00 0.00 1.00 2.00 1.00 0.00 1.00 1.00 4.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5002-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3672 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-let-7a-3p 45 18 24 249 417 979 18 66 131 203 256 684 745 205 221 192 32 124 34 83 128 44 66 255 37 139 80 75 213 108 40 148 245 157 515 614 155 599 200 189 128 317 211 82 511 140 63 229 40 185 111 111 14 60 125 552 131 80 32 24 135 182 1342 88 391 74 222 417 0 134
hsa-miR-190b-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4488 734.00 43.00 282.00 127.00 158.00 459.00 281.00 415.00 520.00 355.00 76.00 247.00 174.00 122.00 469.00 324.00 17.00 9.00 69.00 55.00 12.00 164.00 402.00 28.00 45.00 300.00 92.00 356.00 123.00 89.00 373.00 193.00 125.00 332.00 116.00 129.00 359.00 311.00 395.00 186.00 6.00 122.00 38.00 80.00 126.00 1121.00 7.00 101.00 59.00 283.00 55.00 30.00 11.00 45.00 47.00 132.00 9.00 90.00 9.00 14.00 227.00 300.00 50.00 70.00 305.00 294.00 0.00 130.00 126.00 0.00
hsa-miR-3691-5p 4.00 0.00 1.00 11.00 10.00 2.00 1.00 3.00 2.00 4.00 9.00 9.00 8.00 0.00 1.00 19.00 3.00 2.00 0.00 5.00 2.00 1.00 3.00 4.00 5.00 0.00 1.00 2.00 1.00 3.00 3.00 10.00 1.00 2.00 8.00 1.00 13.00 16.00 6.00 12.00 1.00 4.00 3.00 2.00 6.00 4.00 4.00 10.00 3.00 3.00 2.00 2.00 1.00 2.00 1.00 4.00 4.00 1.00 1.00 0.00 4.00 10.00 16.00 5.00 12.00 0.00 32.00 14.00 19.00 0.00
hsa-miR-10527-5p 81.00 0.00 21.00 247.00 263.00 134.00 23.00 90.00 91.00 104.00 180.00 162.00 148.00 98.00 153.00 211.00 47.00 99.00 18.00 100.00 24.00 41.00 61.00 79.00 50.00 69.00 34.00 50.00 84.00 99.00 69.00 156.00 57.00 93.00 200.00 151.00 179.00 226.00 96.00 176.00 202.00 134.00 167.00 85.00 66.00 73.00 91.00 118.00 19.00 94.00 86.00 68.00 20.00 30.00 66.00 94.00 97.00 93.00 17.00 16.00 56.00 85.00 171.00 24.00 109.00 17.00 214.00 195.00 158.00 85.00
hsa-miR-3688-5p 0 0 0 1 0 0 0 0 0 0 0 10 9 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 2 4 6 2 3 6 4 0 0 0 0 0 0 1 4 0 4 0 0 0 0 0 0 2 0 0 0 3 0 6 0 0 0 0 0 0 0
hsa-miR-532-3p 150.00 8.00 244.00 393.00 525.00 237.00 375.00 247.00 415.00 319.00 367.00 449.00 475.00 344.00 353.00 613.00 119.00 96.00 111.00 148.00 62.00 146.00 150.00 192.00 194.00 182.00 161.00 185.00 127.00 141.00 449.00 222.00 173.00 275.00 775.00 249.00 441.00 945.00 212.00 821.00 801.00 181.00 297.00 259.00 170.00 256.00 214.00 305.00 162.00 142.00 171.00 123.00 50.00 247.00 123.00 228.00 272.00 221.00 66.00 70.00 184.00 241.00 550.00 78.00 237.00 87.00 467.00 583.00 271.00 343.00
hsa-miR-4747-5p 1.00 0.00 1.00 7.00 8.00 4.00 1.00 1.00 5.00 7.00 1.00 20.00 17.00 2.00 1.00 11.00 0.00 1.00 0.00 0.00 3.00 1.00 0.00 3.00 5.00 4.00 0.00 0.00 0.00 1.00 10.00 11.00 0.00 5.00 27.00 10.00 11.00 16.00 19.00 14.00 3.00 0.00 1.00 1.00 4.00 2.00 3.00 9.00 1.00 1.00 1.00 0.00 0.00 4.00 3.00 2.00 2.00 1.00 2.00 1.00 5.00 7.00 7.00 0.00 4.00 0.00 0.00 24.00 0.00 29.00
hsa-miR-6813-3p 1.00 0.00 4.00 3.00 6.00 1.00 2.00 5.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 3.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 2.00 0.00 3.00 0.00 1.00 0.00 2.00 0.00 1.00 0.00 1.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3150b-3p 8.00 0.00 4.00 17.00 50.00 16.00 11.00 11.00 1.00 19.00 33.00 4.00 14.00 2.00 4.00 13.00 3.00 13.00 6.00 13.00 3.00 10.00 5.00 11.00 4.00 7.00 7.00 15.00 8.00 6.00 11.00 13.00 1.00 7.00 19.00 12.00 12.00 16.00 5.00 19.00 22.00 8.00 5.00 4.00 1.00 1.00 8.00 7.00 5.00 7.00 4.00 1.00 0.00 13.00 12.00 13.00 23.00 11.00 2.00 0.00 18.00 8.00 13.00 4.00 25.00 42.00 12.00 48.00 41.00 38.00
hsa-miR-6858-5p 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6768-3p 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4797-3p 2.00 0.00 3.00 4.00 6.00 8.00 0.00 2.00 0.00 0.00 3.00 7.00 9.00 2.00 2.00 2.00 0.00 1.00 1.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 3.00 0.00 10.00 1.00 0.00 12.00 4.00 1.00 0.00 2.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 3.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 2.00 0.00 0.00 0.00 14.00 0.00
hsa-miR-4684-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4638-5p 2.00 0.00 1.00 5.00 0.00 9.00 1.00 3.00 3.00 4.00 3.00 0.00 2.00 1.00 3.00 8.00 0.00 7.00 0.00 12.00 0.00 0.00 1.00 3.00 0.00 3.00 1.00 4.00 2.00 4.00 0.00 3.00 0.00 3.00 5.00 1.00 0.00 1.00 1.00 2.00 11.00 6.00 3.00 2.00 9.00 0.00 0.00 1.00 5.00 1.00 1.00 3.00 0.00 1.00 1.00 1.00 1.00 1.00 0.00 0.00 3.00 1.00 3.00 0.00 2.00 0.00 17.00 0.00 17.00 0.00
hsa-miR-4300 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6868-3p 0.00 0.00 0.00 0.00 16.00 5.00 3.00 0.00 5.00 5.00 0.00 9.00 0.00 0.00 0.00 10.00 1.00 0.00 0.00 0.00 2.00 5.00 0.00 0.00 0.00 1.00 0.00 4.00 3.00 4.00 3.00 0.00 2.00 2.00 14.00 20.00 0.00 0.00 0.00 5.00 1.00 6.00 11.00 3.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 6.00 3.00 0.00 3.00 0.00 3.00 3.00 0.00 0.00 3.00 4.00 6.00 0.00 18.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-101-5p 2.00 1.00 15.00 3.00 17.00 27.00 11.00 4.00 6.00 5.00 12.00 67.00 84.00 14.00 1.00 23.00 0.00 13.00 2.00 1.00 4.00 6.00 6.00 5.00 1.00 4.00 0.00 1.00 4.00 4.00 9.00 20.00 4.00 18.00 66.00 39.00 23.00 44.00 31.00 26.00 13.00 19.00 6.00 1.00 21.00 0.00 4.00 28.00 4.00 3.00 5.00 3.00 1.00 1.00 6.00 15.00 8.00 2.00 5.00 6.00 15.00 13.00 68.00 0.00 16.00 0.00 0.00 29.00 19.00 0.00
hsa-miR-4650-3p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-6771-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548bc 0.00 1.00 3.00 3.00 1.00 6.00 0.00 1.00 0.00 0.00 0.00 5.00 2.00 2.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 3.00 3.00 0.00 3.00 7.00 2.00 0.00 22.00 0.00 0.00 2.00 1.00 2.00 3.00 0.00 0.00 0.00 0.00 4.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 5.00 0.00 0.00 23.00 0.00 0.00
hsa-miR-6748-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1248 8.00 1.00 3.00 16.00 13.00 7.00 0.00 0.00 2.00 5.00 4.00 11.00 27.00 3.00 2.00 9.00 1.00 0.00 0.00 0.00 0.00 1.00 6.00 4.00 0.00 4.00 0.00 1.00 0.00 0.00 0.00 3.00 3.00 21.00 2.00 18.00 1.00 2.00 7.00 5.00 0.00 1.00 2.00 0.00 9.00 6.00 0.00 6.00 2.00 2.00 0.00 0.00 0.00 1.00 1.00 8.00 0.00 0.00 0.00 0.00 2.00 7.00 4.00 0.00 4.00 0.00 15.00 49.00 0.00 0.00
hsa-miR-4463 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6794-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4763-5p 0.00 0.00 1.00 2.00 4.00 3.00 0.00 0.00 0.00 0.00 8.00 2.00 7.00 0.00 0.00 1.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 1.00 0.00 2.00 2.00 1.00 7.00 1.00 1.00 3.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 8.00 0.00 0.00 0.00 0.00 43.00
hsa-miR-6132 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-579-5p 1.00 0.00 7.00 4.00 13.00 14.00 0.00 1.00 6.00 6.00 1.00 25.00 29.00 13.00 9.00 24.00 1.00 1.00 1.00 1.00 0.00 1.00 2.00 1.00 0.00 7.00 0.00 0.00 3.00 2.00 10.00 15.00 7.00 15.00 21.00 34.00 21.00 11.00 19.00 28.00 13.00 17.00 7.00 4.00 4.00 4.00 5.00 16.00 4.00 5.00 1.00 2.00 7.00 1.00 8.00 11.00 2.00 3.00 3.00 0.00 7.00 5.00 25.00 1.00 4.00 0.00 0.00 44.00 0.00 0.00
