miRNA 1A 1B 2A 2B 3A 3B 4A 4B 5A 5B 6A 6B 7A 7B 8A 8B 9A 9B 10A 10B 11A 11B 12A 12B 13A 13B 14A 14B 15A 15B 16A 16B 17A 17B 18A 18B 19A 19B 20A 20B 21A 21B 22A 22B 23A 23B 24A 24B 25A 25B 26A 26B 27A 27B 28A 28B 29A 29B 30A 30B
hsa-miR-2110 298.00 833.00 2.00 124.00 100.00 284.00 648.00 679.00 757.00 670.00 384.00 516.00 216.00 981.00 422.00 873.00 275.00 608.00 391.00 582.00 501.00 566.00 543.00 302.00 594.00 644.00 305.00 511.00 521.00 243.00 770.00 616.00 159.00 279.00 324.00 104.00 131.00 41.00 300.00 218.00 27.00 32.00 234.00 156.00 170.00 82.00 325.00 227.00 223.00 176.00 320.00 492.00 135.00 168.00 193.00 34.00 273.00 120.00 293.00 302.00
hsa-miR-1269a 0.00 0.00 0.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-483-3p 3.00 5.00 0.00 0.00 0.00 1.00 0.00 4.00 17.00 46.00 2.00 4.00 4.00 4.00 5.00 5.00 22.00 1.00 8.00 12.00 3.00 7.00 0.00 146.00 3.00 1.00 0.00 5.00 13.00 4.00 2.00 10.00 3.00 2.00 3.00 6.00 1.00 0.00 0.00 0.00 1.00 0.00 6.00 9.00 6.00 17.00 11.00 8.00 4.00 4.00 5.00 5.00 18.00 29.00 6.00 8.00 7.00 3.00 15.00 11.00
hsa-miR-4659a-3p 7.00 55.00 0.00 4.00 2.00 5.00 8.00 29.00 10.00 2.00 33.00 18.00 3.00 13.00 3.00 30.00 3.00 13.00 10.00 8.00 11.00 10.00 69.00 0.00 57.00 67.00 24.00 8.00 4.00 4.00 17.00 23.00 3.00 11.00 6.00 2.00 0.00 1.00 5.00 2.00 5.00 2.00 3.00 0.00 5.00 1.00 12.00 2.00 3.00 6.00 2.00 4.00 3.00 0.00 1.00 1.00 3.00 0.00 0.00 4.00
hsa-miR-1912-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-146a-5p 109943.00 326299.00 13109.00 45166.00 9910.00 247616.00 301353.00 407045.00 328977.00 78133.00 382638.00 121691.00 14561.00 122436.00 90078.00 121730.00 144035.00 186178.00 141291.00 310312.00 156304.00 209676.00 66772.00 58766.00 191734.00 126164.00 141739.00 77674.00 92103.00 52953.00 174541.00 245183.00 36083.00 285690.00 171221.00 107714.00 46416.00 16558.00 70832.00 77005.00 24526.00 12327.00 29519.00 24733.00 32275.00 10838.00 191909.00 124378.00 21307.00 84716.00 80043.00 205069.00 31805.00 27339.00 40348.00 17664.00 95357.00 44452.00 103946.00 128566.00
hsa-miR-1289 2 24 0 2 2 4 0 4 8 8 2 8 4 18 0 16 0 12 0 2 4 4 26 2 22 30 8 8 0 2 12 12 4 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2
hsa-miR-8485 7.00 13.00 0.00 2.00 1.00 5.00 2.00 16.00 0.00 0.00 4.00 6.00 2.00 9.00 0.00 3.00 5.00 9.00 0.00 0.00 1.00 1.00 8.00 2.00 10.00 3.00 0.00 1.00 4.00 0.00 4.00 1.00 0.00 5.00 1.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 1.00 1.00 2.00 3.00 2.00 3.00 0.00 0.00 1.00 0.00 2.00 0.00 6.00 1.00 3.00 8.00
hsa-miR-563 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-425-3p 1626.00 7251.00 123.00 776.00 265.00 6752.00 7389.00 8830.00 13363.00 6915.00 8367.00 2602.00 548.00 3348.00 2219.00 5929.00 2354.00 5520.00 4180.00 6880.00 7203.00 7223.00 2275.00 907.00 4607.00 3351.00 3109.00 1749.00 3961.00 1776.00 5300.00 7741.00 486.00 3758.00 3098.00 702.00 407.00 226.00 2118.00 904.00 577.00 170.00 682.00 440.00 822.00 201.00 4239.00 1845.00 988.00 2234.00 1675.00 4276.00 557.00 522.00 877.00 170.00 1854.00 518.00 1702.00 2017.00
hsa-miR-4474-3p 0.00 4.00 0.00 1.00 0.00 1.00 1.00 0.00 3.00 1.00 2.00 3.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 3.00 3.00 1.00 6.00 4.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 1.00 0.00 5.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5002-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3672 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-let-7a-3p 45 742 18 86 24 375 249 600 417 198 979 280 18 183 66 302 131 213 203 169 256 335 684 54 745 881 205 113 221 83 192 371 32 207 124 93 34 46 83 46 128 36 44 40 66 22 255 95 37 122 139 148 80 54 75 38 213 50 108 203
hsa-miR-190b-3p 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4488 734.00 118.00 43.00 139.00 282.00 31.00 127.00 494.00 158.00 199.00 459.00 682.00 281.00 876.00 415.00 456.00 520.00 859.00 355.00 40.00 76.00 163.00 247.00 11.00 174.00 322.00 122.00 163.00 469.00 13.00 324.00 231.00 17.00 374.00 9.00 90.00 69.00 47.00 55.00 229.00 12.00 33.00 164.00 2.00 402.00 22.00 28.00 94.00 45.00 43.00 300.00 65.00 92.00 183.00 356.00 21.00 123.00 124.00 89.00 196.00
hsa-miR-3691-5p 4.00 10.00 0.00 4.00 1.00 6.00 11.00 6.00 10.00 13.00 2.00 6.00 1.00 5.00 3.00 14.00 2.00 7.00 4.00 3.00 9.00 3.00 9.00 1.00 8.00 9.00 0.00 3.00 1.00 0.00 19.00 13.00 3.00 7.00 2.00 3.00 0.00 0.00 5.00 1.00 2.00 0.00 1.00 0.00 3.00 0.00 4.00 0.00 5.00 1.00 0.00 5.00 1.00 2.00 2.00 0.00 1.00 4.00 3.00 3.00
hsa-miR-10527-5p 81.00 198.00 0.00 36.00 21.00 89.00 247.00 204.00 263.00 152.00 134.00 140.00 23.00 178.00 90.00 265.00 91.00 202.00 104.00 185.00 180.00 152.00 162.00 96.00 148.00 136.00 98.00 90.00 153.00 75.00 211.00 203.00 47.00 92.00 99.00 41.00 18.00 11.00 100.00 60.00 24.00 8.00 41.00 31.00 61.00 23.00 79.00 99.00 50.00 61.00 69.00 147.00 34.00 35.00 50.00 12.00 84.00 38.00 99.00 118.00
hsa-miR-3688-5p 0 10 0 1 0 0 1 0 0 0 0 4 0 7 0 2 0 0 0 0 0 3 10 0 9 19 2 3 0 0 1 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-532-3p 150.00 616.00 8.00 193.00 244.00 174.00 393.00 419.00 525.00 746.00 237.00 358.00 375.00 792.00 247.00 1369.00 415.00 932.00 319.00 392.00 367.00 294.00 449.00 309.00 475.00 402.00 344.00 298.00 353.00 129.00 613.00 439.00 119.00 84.00 96.00 84.00 111.00 63.00 148.00 87.00 62.00 30.00 146.00 155.00 150.00 147.00 192.00 152.00 194.00 147.00 182.00 223.00 161.00 206.00 185.00 11.00 127.00 100.00 141.00 221.00
hsa-miR-4747-5p 1.00 16.00 0.00 3.00 1.00 6.00 7.00 5.00 8.00 12.00 4.00 10.00 1.00 21.00 1.00 5.00 5.00 13.00 7.00 1.00 1.00 1.00 20.00 5.00 17.00 19.00 2.00 8.00 1.00 2.00 11.00 10.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 2.00 3.00 0.00 1.00 0.00 0.00 0.00 3.00 3.00 5.00 3.00 4.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00
hsa-miR-6813-3p 1.00 1.00 0.00 0.00 4.00 1.00 3.00 1.00 6.00 8.00 1.00 0.00 2.00 1.00 5.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 3.00 2.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00
hsa-miR-3150b-3p 8.00 14.00 0.00 4.00 4.00 12.00 17.00 13.00 50.00 45.00 16.00 13.00 11.00 24.00 11.00 8.00 1.00 7.00 19.00 11.00 33.00 32.00 4.00 5.00 14.00 15.00 2.00 6.00 4.00 6.00 13.00 15.00 3.00 20.00 13.00 5.00 6.00 1.00 13.00 3.00 3.00 0.00 10.00 5.00 5.00 4.00 11.00 4.00 4.00 6.00 7.00 8.00 7.00 14.00 15.00 0.00 8.00 0.00 6.00 14.00
hsa-miR-6858-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 5.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00
hsa-miR-6768-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4797-3p 2.00 22.00 0.00 1.00 3.00 4.00 4.00 5.00 6.00 1.00 8.00 4.00 0.00 6.00 2.00 5.00 0.00 1.00 0.00 6.00 3.00 1.00 7.00 1.00 9.00 2.00 2.00 5.00 2.00 0.00 2.00 4.00 0.00 3.00 1.00 0.00 1.00 0.00 3.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00
hsa-miR-4684-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4638-5p 2.00 7.00 0.00 0.00 1.00 5.00 5.00 4.00 0.00 10.00 9.00 3.00 1.00 3.00 3.00 5.00 3.00 3.00 4.00 17.00 3.00 5.00 0.00 0.00 2.00 2.00 1.00 2.00 3.00 1.00 8.00 5.00 0.00 6.00 7.00 4.00 0.00 0.00 12.00 2.00 0.00 1.00 0.00 0.00 1.00 0.00 3.00 0.00 0.00 3.00 3.00 1.00 1.00 0.00 4.00 0.00 2.00 2.00 4.00 2.00
hsa-miR-4300 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6868-3p 0.00 3.00 0.00 4.00 0.00 3.00 0.00 1.00 16.00 6.00 5.00 6.00 3.00 7.00 0.00 1.00 5.00 5.00 5.00 10.00 0.00 0.00 9.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 10.00 7.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 5.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 0.00 4.00 1.00 3.00 0.00 4.00 4.00
hsa-miR-101-5p 2.00 54.00 1.00 35.00 15.00 17.00 3.00 13.00 17.00 10.00 27.00 7.00 11.00 19.00 4.00 19.00 6.00 6.00 5.00 12.00 12.00 7.00 67.00 4.00 84.00 48.00 14.00 17.00 1.00 2.00 23.00 7.00 0.00 12.00 13.00 14.00 2.00 8.00 1.00 0.00 4.00 8.00 6.00 4.00 6.00 3.00 5.00 3.00 1.00 4.00 4.00 6.00 0.00 2.00 1.00 0.00 4.00 3.00 4.00 10.00
hsa-miR-4650-3p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-6771-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548bc 0.00 3.00 1.00 0.00 3.00 0.00 3.00 1.00 1.00 0.00 6.00 2.00 0.00 0.00 1.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 5.00 0.00 2.00 1.00 2.00 0.00 0.00 0.00 2.00 3.00 0.00 2.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 4.00 0.00 0.00 0.00 0.00 2.00 4.00 0.00 0.00
hsa-miR-6748-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1248 8.00 6.00 1.00 4.00 3.00 1.00 16.00 14.00 13.00 10.00 7.00 29.00 0.00 17.00 0.00 23.00 2.00 26.00 5.00 0.00 4.00 4.00 11.00 0.00 27.00 21.00 3.00 1.00 2.00 0.00 9.00 14.00 1.00 17.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 6.00 0.00 4.00 1.00 0.00 1.00 4.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 3.00
hsa-miR-4463 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6794-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4763-5p 0.00 1.00 0.00 0.00 1.00 0.00 2.00 1.00 4.00 0.00 3.00 4.00 0.00 0.00 0.00 4.00 0.00 2.00 0.00 1.00 8.00 0.00 2.00 0.00 7.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 4.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00
hsa-miR-6132 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-579-5p 1.00 26.00 0.00 3.00 7.00 11.00 4.00 9.00 13.00 3.00 14.00 20.00 0.00 22.00 1.00 34.00 6.00 21.00 6.00 5.00 1.00 10.00 25.00 0.00 29.00 42.00 13.00 11.00 9.00 3.00 24.00 23.00 1.00 10.00 1.00 1.00 1.00 2.00 1.00 3.00 0.00 0.00 1.00 0.00 2.00 2.00 1.00 3.00 0.00 7.00 7.00 4.00 0.00 4.00 0.00 5.00 3.00 0.00 2.00 4.00
hsa-miR-1306-3p 96.00 222.00 1.00 44.00 35.00 174.00 327.00 298.00 334.00 157.00 167.00 105.00 52.00 196.00 172.00 233.00 126.00 152.00 162.00 212.00 200.00 260.00 82.00 74.00 146.00 150.00 198.00 138.00 253.00 137.00 306.00 279.00 56.00 178.00 172.00 52.00 57.00 9.00 147.00 72.00 31.00 18.00 51.00 60.00 50.00 30.00 188.00 181.00 65.00 147.00 140.00 251.00 39.00 58.00 82.00 30.00 155.00 57.00 125.00 119.00
hsa-miR-3917 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4793-3p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-575 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-496 23.00 118.00 13.00 30.00 8.00 58.00 73.00 162.00 132.00 37.00 166.00 54.00 10.00 14.00 38.00 72.00 93.00 166.00 9.00 25.00 92.00 95.00 33.00 8.00 76.00 43.00 76.00 25.00 32.00 17.00 114.00 145.00 3.00 32.00 7.00 13.00 18.00 14.00 23.00 11.00 4.00 3.00 7.00 1.00 13.00 7.00 62.00 29.00 3.00 6.00 17.00 48.00 16.00 10.00 20.00 6.00 49.00 31.00 14.00 35.00
hsa-miR-320c 8163 3243 318 1623 1599 3683 4342 5263 5868 6917 2823 3624 7270 6538 6923 4704 3237 4303 5937 3526 3382 4496 2490 2313 4020 4811 2551 3064 5430 1911 4865 5918 1800 5732 3587 1911 2642 1315 2522 2307 850 559 2695 2790 2684 1530 2204 5544 1277 1927 3185 3279 1536 1766 2551 524 1768 1634 4424 4609
hsa-miR-6818-3p 1.00 7.00 0.00 5.00 4.00 1.00 2.00 10.00 6.00 0.00 6.00 6.00 1.00 4.00 2.00 6.00 1.00 6.00 0.00 1.00 5.00 1.00 5.00 2.00 9.00 7.00 1.00 2.00 3.00 1.00 9.00 9.00 3.00 0.00 1.00 1.00 2.00 0.00 1.00 2.00 1.00 2.00 0.00 2.00 1.00 2.00 4.00 0.00 1.00 0.00 1.00 3.00 0.00 1.00 3.00 0.00 1.00 0.00 2.00 2.00
hsa-miR-661 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3162-3p 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00
hsa-miR-6797-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5705 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6767-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4722-5p 3.00 3.00 0.00 0.00 2.00 1.00 4.00 5.00 3.00 2.00 1.00 1.00 0.00 3.00 0.00 0.00 0.00 1.00 1.00 2.00 2.00 1.00 2.00 4.00 0.00 2.00 1.00 1.00 2.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00
hsa-miR-4477a 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-424-3p 27.00 96.00 0.00 7.00 8.00 39.00 33.00 41.00 73.00 95.00 71.00 24.00 6.00 16.00 13.00 39.00 14.00 49.00 25.00 49.00 79.00 51.00 49.00 24.00 36.00 40.00 17.00 7.00 55.00 41.00 31.00 42.00 8.00 14.00 52.00 13.00 9.00 1.00 18.00 5.00 16.00 4.00 6.00 10.00 27.00 3.00 11.00 14.00 26.00 20.00 17.00 25.00 11.00 8.00 14.00 9.00 27.00 5.00 25.00 16.00
